access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,construction,covered,culvert,cutting,denomination,disused,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tracktype,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,,,,PASAJ E,,,,,,,,,,,,,,حكومى,,,,,,,,long_distance,,,Gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,propo,,,,,,,,,,,,,,Pioneer Easybus,,,,,,,,tyres,,,ground;gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,rre,,,,,,,,,,,,,,Cabilo Insular de La Palma,,,,,,,,HafenDelta,,,ground;laterite,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Under_Construction,,,,,,,,,,,,,,DKK,,,,,,,,un,,,tar,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,primary;primary_link,,,,,,,,,,,,,,Société tunisienne de l'électricité et du gaz (STEG),,,,,,,,driveway;parking_aisle,,,dirt/sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,residential;secondary,,,,,,,,,,,,,,SONELGAZ,,,,,,,,Parada_de_Taxis,,,asphalt_paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,un+,,,,,,,,,,,,,,Transmediterránea acciona,,,,,,,,a,,,paved; paved; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,living_street;service,,,,,,,,,,,,,,MEGA,,,,,,,,parking_aisle;driveway,,,paving_stones;unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,tre,,,,,,,,,,,,,,Togo Rail S.A.,,,,,,,,Bus,,,unspecified,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,propos,,,,,,,,,,,,,,transtu,,,,,,,,Taxi,,,tarr,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,planned,,,,,,,,,,,,,,non,,,,,,,,yard?,,,dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,ferry,,,,,,,,,,,,,,TOTCO,,,,,,,,abandoned_tram,,,sea shells,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,byway,,,,,,,,,,,,,,Ayuntamiento del Rosario,,,,,,,,trocha,,,sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,bus_guideway,,,,,,,,,,,,,,sanral,,,,,,,,bu,,,compacted;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,residential;track,,,,,,,,,,,,,,Cabildo Insular deLa Palma,,,,,,,,San_Lucas_Plaza,,,pozzolan,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,, Gambia Ports Authority,,,,,,,,parking_isle,,,unpaved;gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,corridor,,,,,,,,,,,,,,Chemin de fer du Togo (CFT),,,,,,,,1,,,res,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,propose,,,,,,,,,,,,,,Giba Gorge MTB Park,,,,,,,,Transporte_público,,,murram,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,secondary;residential,,,,,,,,,,,,,,ESCOM,,,,,,,,Street,,,unpaved;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,stop,,,,,,,,,,,,,,Matatu,,,,,,,,Pasaje 4,,,paved;unpaved;unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,track;tertiary,,,,,,,,,,,,,,Flag Ltd.,,,,,,,,tourism,,,béton,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,terciaria,,,,,,,,,,,,,,Tanesco,,,,,,,,Acceso La 14,,,soil,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Trevo de Ribeirão Branco,,,,,,,,,,,,,,TransHierro,,,,,,,,Camino Los morales,,,dirt/sand;dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,parking_lane,,,,,,,,,,,,,,Ezemvelo KZN Wildlife,,,,,,,,Cuicuno,,,Rough Track,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,tertiary;tertiary_link,,,,,,,,,,,,,,Marie Stopes International,,,,,,,,Servidão Gentil Miranda,,,30/,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société de Distribution d’Eau de Côte d’Ivoire (SODECI),,,,,,,,amenity=fuel,,,asphalt;concrete,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bourben Street,,,,,,,,Rua Imbuí,,,MedenineTech,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blantyre city council,,,,,,,,Los Pinos,,,drirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune,,,,,,,,Camino A La Biblioteca,,,Tarmac,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metrorail,,,,,,,,regional,,,laterite,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,steg,,,,,,,,Pasaje 5,,,asphalt;sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFCO,,,,,,,,Acceso_de_Ómnibus,,,N11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNCC / CFL,,,,,,,,bus_stop,,,pebblestone; dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.candelaria.es/opencms/opencms/ayuntamiento_es/delegaciones/turismo/queHacer/pagina_3.html,,,,,,,,Callejon Juzgados Penales de Concepción,,,wood:lanes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onjala Lodge,,,,,,,,parking_asile,,,timber,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUPM,,,,,,,,Rua Nelson Pereira Rebel,,,Wood,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,Via_Interna_UFG,,,ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.costa-adeje.es/es/naturaleza/rutas-senderismo/sendero-camino-de-teresme,,,,,,,,Acesso_SMUS,,,compacted,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayuntamiento de Candelaria,,,,,,,,highway=service,,,"unpaved,_potential_road",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOTRA,,,,,,,,construcción,,,paved;unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echo,,,,,,,,ingreso a planta de beneficio del material de arrastre del Río Coello,,,tartan,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NadorBus,,,,,,,,Rua Amélia Valentina Fernandes Dias,,,dirt33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société Nationale des Autoroutes du Maroc S.A.,,,,,,,,Rua Antônio Valdui Rodrigues da Silva,,,unkown,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,European Ramblers Organisation,,,,,,,,commuter,,,un2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto Santo Line,,,,,,,,Archer Harman,,,goudron,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transnet,,,,,,,,IBGE,,,gravel;ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South African National Parks,,,,,,,,Bar,,,unpaved;paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robben Island Museum,,,,,,,,Tv. da Paz,,,Brick_Paving,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabildo Insular de El Hierro,,,,,,,,Calle Andamarca,,,"paved,_stone,_concrete",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportes Insular de la Palma,,,,,,,,Calle_87_S,,,water,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gambia Ports Authority,,,,,,,,Rua das Camélias,,,EArth,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MetroTenerife,,,,,,,,dirveway,,,salt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,police,,,,,,,,Rua Herbert Maya de Vasconcelos,,,cobblestone;unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global SU,,,,,,,,drivethrough,,,"dirt, tarmac",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFB,,,,,,,,Bêco,,,asfalto,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scota,,,,,,,,Driveway,,,sand;concrete,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayuntamiento de la Matanza,,,,,,,,Pasaje Los Alisos,,,asphal;sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOTRACO,,,,,,,,busway,,,pebblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société Nouvelle des Phosphates du Togo (SNPT),,,,,,,,industrial,,,terre_battue,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soretras,,,,,,,,accesso playa,,,unpanved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Mwangi,,,,,,,,,,,du,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hexpas EcoTrek,,,,,,,,,,,paved;dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arch Dam Pipeline,,,,,,,,,,,asphalt;dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EACL,,,,,,,,,,,paved; unpaved; paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TITSA,,,,,,,,,,,ground; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nampower,,,,,,,,,,,asphalt;sand;ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umgeni Steam Railway,,,,,,,,,,,paved; asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armas,,,,,,,,,,,bricks,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEG,,,,,,,,,,,Clay,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETUSA,,,,,,,,,,,un22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société Nationale des Chemins de Fer Tunisiens,,,,,,,,,,,"gravel,_rocks",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SONABEL,,,,,,,,,,,unpaved2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société parapublique,,,,,,,,,,,wood,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoW,,,,,,,,,,,"beam,_timber",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWSC,,,,,,,,,,,narrow,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNCS,,,,,,,,,,,22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNCM,,,,,,,,,,,"asphalt,_pavet",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National irrigation board(NIB),,,,,,,,,,,concrete_blocks,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirindra,,,,,,,,,,,mixed,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSELATRA,,,,,,,,,,,rocks,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naviera Armas,,,,,,,,,,,unpaved;dirt/sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Cape Town,,,,,,,,,,,un,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIE,,,,,,,,,,,un',,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana Power,,,,,,,,,,,a,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONCF,,,,,,,,,,,clay;rock,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRC,,,,,,,,,,,ground;dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AES Sonel,,,,,,,,,,,"asphalt, grass",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Electricity Board,,,,,,,,,,,"rocks,_sand",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabildo Insular de La Gomera,,,,,,,,,,,dirt/unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.costa-adeje.es/es/naturaleza/rutas-senderismo/sendero-camino-de-ifonche,,,,,,,,,,,boardwalk,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الشركة المصرية لإدارة وتشغيل المترو,,,,,,,,,,,rough_black_cotton,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puertos del Estado,,,,,,,,,,,unpl3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNTF,,,,,,,,,,,no,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société nationale industrielle et minière,,,,,,,,,,,"Deep_Sand,_4x4",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,karral,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grandi Navi Veloci,,,,,,,,,,,unpaved22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANSA,,,,,,,,,,,cobblestone:lanes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djeno,,,,,,,,,,,"dirt,sand",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ministère de l'Enseignement Supérieur,,,,,,,,,,,uu,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zesco,,,,,,,,,,,paved; sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mukinyai Primary School,,,,,,,,,,,sand;paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metro,,,,,,,,,,,Butime,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONAS,,,,,,,,,,,etrada do porto,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMA,,,,,,,,,,,compacted;unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pretoria Portland Cement,,,,,,,,,,,sand?,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Région,,,,,,,,,,,compacted;dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rovos Rail,,,,,,,,,,,intermediate,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fred Olsen,,,,,,,,,,,unpavned,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provincial,,,,,,,,,,,cobblestone:flattened,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTRACO,,,,,,,,,,,tarmac,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater Nile Petroleum Operating Company,,,,,,,,,,,chemin_galet,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCE,,,,,,,,,,,cement,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.M. Mining;Togo Rail S.A. (WACEM and RITES),,,,,,,,,,,gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonelgaz,,,,,,,,,,,12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entabeni Game Reserve,,,,,,,,,,,UN,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gautrain,,,,,,,,,,,dirt; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPDC,,,,,,,,,,,unknown,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eglise Evengelique de la République du Niger (E.E.R.N.),,,,,,,,,,,riverbed,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNEL,,,,,,,,,,,asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACREST,,,,,,,,,,,U,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabildo Insular de Gran Canaria,,,,,,,,,,,scree,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parque Nacional de Timanfaya,,,,,,,,,,,asphalt;ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANParks,,,,,,,,,,,ground; sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.matanceros.com/natero/natero/,,,,,,,,,,,dirt;ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grootvadersbosch Estate,,,,,,,,,,,murrum+gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transnet Pipelines,,,,,,,,,,,paved;ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESSIADENYO,,,,,,,,,,,metal,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.senderosdelapalma.com,,,,,,,,,,,asphalt; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Université Larbi Ben M'Hid,,,,,,,,,,,asphalt;sand;,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dakar Dem Dikk,,,,,,,,,,,bare_rock,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instituto da Conservação da Natureza e das Florestas,,,,,,,,,,,concrete:lanes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabildo de La Palma,,,,,,,,,,,pebbelstone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Weir Shipping Limited,,,,,,,,,,,land,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compagnie du chemin de fer Djibouto-Ethiopien,,,,,,,,,,,paving_stones,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Let's move Gomera caminos,,,,,,,,,,,bing,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caminho de Ferro de Luanda,,,,,,,,,,,compacted;earth,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESKOM,,,,,,,,,,,dirt; dirt;compacted; dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,madarail,,,,,,,,,,,rocky,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,no_pavimentada,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,itc,,,,,,,,,,,Asfaltada_/_Pavimentada,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSF,,,,,,,,,,,earth;ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société de Navigation des Australes,,,,,,,,,,,1as,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUASIMALES,,,,,,,,,,,gravel-concrete,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buses Campanil,,,,,,,,,,,J-790 La Quirigua - Boyeruca,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fundación Municipal Transporte Masivo Urbano de Guayaquil,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transwolff,,,,,,,,,,,"stone,_piedra",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FTC,,,,,,,,,,,paved3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SETURB,,,,,,,,,,,variable,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aguas San Isidro,,,,,,,,,,,unpaved; paved; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miramar,,,,,,,,,,,Vereda,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlántida S.A.C.,,,,,,,,,,,Trilha_da_Cachoeira_do_Arco_de_Pedra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marga - Taqsa - Interlagos - Clamajucar,,,,,,,,,,,paed,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transporte Lope de Vega S.A.C.I.F,,,,,,,,,,,madera_y_tierra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Línea 201,,,,,,,,,,,gravel;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autopista Régis Bittencourt,,,,,,,,,,,Salt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krioyo,,,,,,,,,,,heart,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carris,,,,,,,,,,,ferry,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEMTUR,,,,,,,,,,,gravel;unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Fransisco,,,,,,,,,,,"asphalt,_gravel",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCCC,,,,,,,,,,,asc,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GATUSA,,,,,,,,,,,paralelepipedo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,Fine_gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metrô Rio,,,,,,,,,,,drt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMAE,,,,,,,,,,,ass,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecovia,,,,,,,,,,,Rua Vicente Pison,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conceição,,,,,,,,,,,pavimentado,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serviturismo,,,,,,,,,,,proposed,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viação Leme Ltda,,,,,,,,,,,gravel;paving_stones,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COOBUS S.A.,,,,,,,,,,,paralepipedos,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14A La Marina,,,,,,,,,,,r,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Araçatuba,,,,,,,,,,,asphalt; dirt; asphalt; dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Express de Santiago Uno S.A.,,,,,,,,,,,madeira,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ministerio de Turismo,,,,,,,,,,,paving_stones;paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretaria Estadual do Meio Ambiente do Rio Grande do Sul,,,,,,,,,,,paved22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transmetro S.A.S.,,,,,,,,,,,dirt;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sitp,,,,,,,,,,,ground;unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metro de Caracas,,,,,,,,,,,asphalt; dirt; asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruta Las Playas,,,,,,,,,,,Empedrado,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monticas,,,,,,,,,,,Metal,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperativa Sporman,,,,,,,,,,,dirt;unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transoledad,,,,,,,,,,,asa,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A,,,,,,,,,,,paved; cobblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristália,,,,,,,,,,,Av._DESCONOCIDA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodovia das Cataratas,,,,,,,,,,,pavimento,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linea C,,,,,,,,,,,unpaved;compacted,,,,,,,,,
