access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,2090.04,,,,,,,,,,,,,,,,,,,Imcruz Ltda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,Macro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1409.4300000000001,,,,,,,,,,,,,,,,,,,Llano Petrol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2153.0100000000002,,,,,,,,,,,,,,,,,,,Terpel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1209.47583007813,,,,,,,,,,,,,,,,,,,Devoto Pando,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,BRB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1742.53,,,,,,,,,,,,,,,,,,,Estacenter,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1243.12182617188,,,,,,,,,,,,,,,,,,,Alcaldía de Caracas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2531,,,,,,,,,,,,,,,,,,,GAMC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2570,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1437.79,,,,,,,,,,,,,,,,,,,Banrisul,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1489.7,,,,,,,,,,,,,,,,,,,Procinal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,CGE Distribución,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,543,,,,,,,,,,,,,,,,,,,DGAC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1931.9100000000001,,,,,,,,,,,,,,,,,,,SITSSA C.A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2125.1300000000001,,,,,,,,,,,,,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1341.6600000000001,,,,,,,,,,,,,,,,,,,STO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1314.26,,,,,,,,,,,,,,,,,,,fuera de servicio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1982.8599999999999,,,,,,,,,,,,,,,,,,,Entel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,Prestige Holdings Ltd,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,766,,,,,,,,,,,,,,,,,,,La Rebaja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,Dinelco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1810,,,,,,,,,,,,,,,,,,,Instituto Cultural Boliviano Alemán,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1849.23,,,,,,,,,,,,,,,,,,,Banco del Austro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1361.3599999999999,,,,,,,,,,,,,,,,,,,Policia Nacional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,572,,,,,,,,,,,,,,,,,,,Fantástico Sur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1414.72,,,,,,,,,,,,,,,,,,,JAC Motors,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,753.926941,,,,,,,,,,,,,,,,,,,CENCOSUD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,Petromil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1998.72,,,,,,,,,,,,,,,,,,,Interurbano,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,Pizza Boys,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1590,,,,,,,,,,,,,,,,,,,Colmena,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,,Banco do Brasil S/A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,Supermercado Prezunic,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,Banco Nación,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1924.7,,,,,,,,,,,,,,,,,,,Citroën,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,University of Leicester and British Antarctic Survey,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2720,,,,,,,,,,,,,,,,,,,Gobierno del Distrito Capital,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,Jardim Zoologico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1167.17797851563,,,,,,,,,,,,,,,,,,,Leroy Merlin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1825,,,,,,,,,,,,,,,,,,,Benavides Pereira Mercy Patricia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,Telecom Cook Islands,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,656.24000000000001,,,,,,,,,,,,,,,,,,,Funesc - Fundação Espaço Cultural José Lins do Rego,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,Obispado de San Justo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2910,,,,,,,,,,,,,,,,,,,Brio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,734,,,,,,,,,,,,,,,,,,,Municipalidad de Posadas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2037.1700000000001,,,,,,,,,,,,,,,,,,,COPEC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,753.924438,,,,,,,,,,,,,,,,,,,Prefeitura do Município de Maringá,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,516,,,,,,,,,,,,,,,,,,,Celesc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,621,,,,,,,,,,,,,,,,,,,Masgas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,N.P,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,636,,,,,,,,,,,,,,,,,,,Shopping Via Brasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,407,,,,,,,,,,,,,,,,,,,Home Sentry,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,ELFEC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1829.53,,,,,,,,,,,,,,,,,,,OCA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1161,,,,,,,,,,,,,,,,,,,Garden Hoteles,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,Banco del Tesoro (Solo Personal),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1309.91,,,,,,,,,,,,,,,,,,,Secretaria Municipal de Educação,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,Ferroviaria Oriental S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,Rainforest Expeditions,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1181,,,,,,,,,,,,,,,,,,,Big John,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2302,,,,,,,,,,,,,,,,,,,Petrovalle,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1113,,,,,,,,,,,,,,,,,,,Grupo Pão de Açúcar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1728.8034668,,,,,,,,,,,,,,,,,,,Ana Maria Schab,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,16.2279053,,,,,,,,,,,,,,,,,,,GT&T,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,858,,,,,,,,,,,,,,,,,,,Ministerio del Interior y Justicia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3020,,,,,,,,,,,,,,,,,,,Nescafe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1070,,,,,,,,,,,,,,,,,,,Itaú,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3380,,,,,,,,,,,,,,,,,,,Bank of Cook Islands,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1349.3499999999999,,,,,,,,,,,,,,,,,,,Kia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1251.77,,,,,,,,,,,,,,,,,,,Universidad de Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1715,,,,,,,,,,,,,,,,,,,CEF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2950,,,,,,,,,,,,,,,,,,,PMVV,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,Banco del Chubut,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,439,,,,,,,,,,,,,,,,,,,E-CL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,602,,,,,,,,,,,,,,,,,,,Walmart,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,189.89999389648438,,,,,,,,,,,,,,,,,,,OIL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,Banque de Polynésie,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1379.6300000000001,,,,,,,,,,,,,,,,,,,DGCyE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2334,,,,,,,,,,,,,,,,,,,FORD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,317,,,,,,,,,,,,,,,,,,,Neal and Massy Group,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1862,,,,,,,,,,,,,,,,,,,Banco BISA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1459,,,,,,,,,,,,,,,,,,,Banco de Pichincha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2315,,,,,,,,,,,,,,,,,,,ECTSBC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1991.03,,,,,,,,,,,,,,,,,,,Banco BCP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,TaxiVip,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,662,,,,,,,,,,,,,,,,,,,AutoBAn,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2060,,,,,,,,,,,,,,,,,,,Surtimax,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1350,,,,,,,,,,,,,,,,,,,MetrôRio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2000.1600000000001,,,,,,,,,,,,,,,,,,,TecBan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,,,,,,,,Banco de Crédito BCP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2085.7199999999998,,,,,,,,,,,,,,,,,,,ARIES COMCO SRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,642.29999999999995,,,,,,,,,,,,,,,,,,,Polícia Rodoviária Federal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,647.59000000000003,,,,,,,,,,,,,,,,,,,Bike Brasília,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2629,,,,,,,,,,,,,,,,,,,Caixa Econômica Federal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2068.4099999999999,,,,,,,,,,,,,,,,,,,Sudameris Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3090,,,,,,,,,,,,,,,,,,,Drogas La Rebaja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,,,,,,,,,EPE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,725,,,,,,,,,,,,,,,,,,,SWRHA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2005.9300000000001,,,,,,,,,,,,,,,,,,,OSE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1927.5799999999999,,,,,,,,,,,,,,,,,,,Oi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1850,,,,,,,,,,,,,,,,,,,Fan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1292.61,,,,,,,,,,,,,,,,,,,Carulla,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,608,,,,,,,,,,,,,,,,,,,Banco Falabella,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,,PDVSA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,Pão de Açúcar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,631,,,,,,,,,,,,,,,,,,,red link,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,754,,,,,,,,,,,,,,,,,,,Companhia Auto Raposo Tavares,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,952 m,,,,,,,,,,,,,,,,,,,Servibanca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1308.01,,,,,,,,,,,,,,,,,,,Radio Río Cuarto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2115,,,,,,,,,,,,,,,,,,,Flores,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,Dr. Monsalve,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1108,,,,,,,,,,,,,,,,,,,Condominio Residencial Prime,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1874.23,,,,,,,,,,,,,,,,,,,CART,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3040,,,,,,,,,,,,,,,,,,,Universidad Mayor de San Simón,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,Banco 24Hrs,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,652,,,,,,,,,,,,,,,,,,,BANCO GUAYAQUIL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1944.4000000000001,,,,,,,,,,,,,,,,,,,Vittal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,CRT/Brasil Telecom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,913,,,,,,,,,,,,,,,,,,,Instituto Lygia Jardim,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1859.8099999999999,,,,,,,,,,,,,,,,,,,Ale,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,716.130859,,,,,,,,,,,,,,,,,,,Banco de Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,915,,,,,,,,,,,,,,,,,,,Municipalidad de Roldán,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1278.2102,,,,,,,,,,,,,,,,,,,UTFSM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1989.5899999999999,,,,,,,,,,,,,,,,,,,Gazel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1338.29,,,,,,,,,,,,,,,,,,,Airport Shuttle,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,824,,,,,,,,,,,,,,,,,,,FIAT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2276,,,,,,,,,,,,,,,,,,,Endesa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1570,,,,,,,,,,,,,,,,,,,El Dorado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,PRIMAX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1672,,,,,,,,,,,,,,,,,,,Casa de Cambio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1564,,,,,,,,,,,,,,,,,,,IESS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1792.52,,,,,,,,,,,,,,,,,,,OPESSA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2120,,,,,,,,,,,,,,,,,,,CONAF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1420,,,,,,,,,,,,,,,,,,,BANELCO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1189,,,,,,,,,,,,,,,,,,,Prefeitura do Município de Toledo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2088.5999999999999,,,,,,,,,,,,,,,,,,,Sicoob,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1680,,,,,,,,,,,,,,,,,,,Empresa Brasileira de Correios e Telégrafos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1491.1400000000001,,,,,,,,,,,,,,,,,,,Banco Real,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1913.1600000000001,,,,,,,,,,,,,,,,,,,Ordoñes Bolaños Jessica Fernanda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3370,,,,,,,,,,,,,,,,,,,JEP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,527,,,,,,,,,,,,,,,,,,,Partido Socialismo e Liberdade,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1243,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1105,,,,,,,,,,,,,,,,,,,Claro Chile S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1583,,,,,,,,,,,,,,,,,,,stopbus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1607,,,,,,,,,,,,,,,,,,,Clube Monte Líbano,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,BPN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,661.51999999999998,,,,,,,,,,,,,,,,,,,Grupo Éxito,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,706,,,,,,,,,,,,,,,,,,,ELEJOR - Centrais Elétricas do Rio Jordão S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1440,,,,,,,,,,,,,,,,,,,Fundação Iberê Camargo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,EMTU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1307.53,,,,,,,,,,,,,,,,,,,BM&FBOVESPA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1663.22,,,,,,,,,,,,,,,,,,,Copservir Ltda.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,364,,,,,,,,,,,,,,,,,,,UPS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1767.52,,,,,,,,,,,,,,,,,,,INFRAERO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,658.15999999999997,,,,,,,,,,,,,,,,,,,BRTRio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1975.6500000000001,,,,,,,,,,,,,,,,,,,MSP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1154.2001953125,,,,,,,,,,,,,,,,,,,Vértice S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2140.5100000000002,,,,,,,,,,,,,,,,,,,Forza,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,967,,,,,,,,,,,,,,,,,,,FCGR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1532,,,,,,,,,,,,,,,,,,,Entel PCS Telecomunicaciones S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1884.3199999999999,,,,,,,,,,,,,,,,,,,Trectur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1041,,,,,,,,,,,,,,,,,,,Autopista Los Andes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,Locutorio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3330,,,,,,,,,,,,,,,,,,,Unipet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1490,,,,,,,,,,,,,,,,,,,LINK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1381.0699999999999,,,,,,,,,,,,,,,,,,,Antel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1435,,,,,,,,,,,,,,,,,,,FCB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,604,,,,,,,,,,,,,,,,,,,Instituto Ferrocarriles del Estado IFE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,Tiquin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1288,,,,,,,,,,,,,,,,,,,Patagonia Argentina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1103,,,,,,,,,,,,,,,,,,,ANTEL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,635,,,,,,,,,,,,,,,,,,,Banco Do Brasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1898.74,,,,,,,,,,,,,,,,,,,4-72,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,,,SIGUY,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3354,,,,,,,,,,,,,,,,,,,Municipal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1242,,,,,,,,,,,,,,,,,,,Cart,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,953,,,,,,,,,,,,,,,,,,,Banco 24H,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1540,,,,,,,,,,,,,,,,,,,Biomax,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,ATH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2530,,,,,,,,,,,,,,,,,,,Policía de Misiones,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,,Loteria Chaqueña,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1855,,,,,,,,,,,,,,,,,,,TRENSURB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,ONF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1968.4400000000001,,,,,,,,,,,,,,,,,,,Concer,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,802,,,,,,,,,,,,,,,,,,,Workboat Services Ltd,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,655,,,,,,,,,,,,,,,,,,,Av Villas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,,,,,,,Bicentenario,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2135.71,,,,,,,,,,,,,,,,,,,Unidas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,"CELULAR VIP. ONE, C.A.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1555.55,,,,,,,,,,,,,,,,,,,Banco Solidario,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,647.10000000000002,,,,,,,,,,,,,,,,,,,Caixa Economica Federal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,TEXACO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1907,,,,,,,,,,,,,,,,,,,Banestes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,656.72000000000003,,,,,,,,,,,,,,,,,,,BancoEstado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2123,,,,,,,,,,,,,,,,,,,TRANSBARCA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2046.78,,,,,,,,,,,,,,,,,,,A22,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,664.40999999999997,,,,,,,,,,,,,,,,,,,GPA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2668,,,,,,,,,,,,,,,,,,,"Transporte ""La Golondrina""",,,,,,,,,,,,,,,,,,,,
