access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,909.04541015625,,,,,,,,,,,,,,,,,,,Eso,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1103.47,,,,,,,,,,,,,,,,,,,Vargas León Misael,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,352.927002,,,,,,,,,,,,,,,,,,,Municipalidad de Tafi del Valle,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2500.7363281,,,,,,,,,,,,,,,,,,,Univeridad de Pamplona,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,919,,,,,,,,,,,,,,,,,,,Cooperative Mista de Produçao e Trabalho dos Empreendedores Populares da Santa Marta LTDA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5140,,,,,,,,,,,,,,,,,,,IPIRANGA S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3.295 m,,,,,,,,,,,,,,,,,,,Turcuman Hnos.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5714 m,,,,,,,,,,,,,,,,,,,ACM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4602,,,,,,,,,,,,,,,,,,,Club Aéreo de Vichuquén,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4522,,,,,,,,,,,,,,,,,,,La Rotonda de Limache S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5429 m,,,,,,,,,,,,,,,,,,,Pinheirinho/Carlos Gomes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"52,04 m",,,,,,,,,,,,,,,,,,,CORPAC S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"-38.043611,-57.527222",,,,,,,,,,,,,,,,,,,First Citizen's Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5044 m,,,,,,,,,,,,,,,,,,,Mime,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"666,8",,,,,,,,,,,,,,,,,,,Floratta SAC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1245.2641602,,,,,,,,,,,,,,,,,,,Havanna,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,517.55,,,,,,,,,,,,,,,,,,,Bolivia Sostenible,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,375.04,,,,,,,,,,,,,,,,,,,Eliasur S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,958,,,,,,,,,,,,,,,,,,,Governo do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1171,,,,,,,,,,,,,,,,,,,Davivienda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2323,,,,,,,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"445,5",,,,,,,,,,,,,,,,,,,ESTADO PERUANO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4500 m,,,,,,,,,,,,,,,,,,,Joãozinho,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,390m,,,,,,,,,,,,,,,,,,,Copetrol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,540.623169,,,,,,,,,,,,,,,,,,,Citi Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1409.890000,,,,,,,,,,,,,,,,,,,Aguas de Manizales,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6268,,,,,,,,,,,,,,,,,,,Universidad Catolica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3370.000000,,,,,,,,,,,,,,,,,,,Statoil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5193,,,,,,,,,,,,,,,,,,,Estación de Servicio Corazón de Jesús S.A.C.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4126,,,,,,,,,,,,,,,,,,,Banco Provincial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,660m,,,,,,,,,,,,,,,,,,,Rede Erguer,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5590,,,,,,,,,,,,,,,,,,,SETIL - Aéroports,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,426.5,,,,,,,,,,,,,,,,,,,El 22 Srl,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2587.0000000,,,,,,,,,,,,,,,,,,,Gobierno de la Cuidad de Buenos Aires,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,909.28564453125,,,,,,,,,,,,,,,,,,,Vivo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,468.6,,,,,,,,,,,,,,,,,,,Veredas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,172.921631,,,,,,,,,,,,,,,,,,,"Gasaolina, Alcool, e Diesel",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6330,,,,,,,,,,,,,,,,,,,Mario's Pizza,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5084,,,,,,,,,,,,,,,,,,,Sunstar Cinemas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5484m,,,,,,,,,,,,,,,,,,,TDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,480.300781,,,,,,,,,,,,,,,,,,,Municipio de Popayán,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4817,,,,,,,,,,,,,,,,,,,Banco 24h,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5310 m,,,,,,,,,,,,,,,,,,,Telemar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,44.35,,,,,,,,,,,,,,,,,,,Banco de Crédito del Perú,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2685,,,,,,,,,,,,,,,,,,,Club de Pesca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4907,,,,,,,,,,,,,,,,,,,Comfort Suites,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,13.824585,,,,,,,,,,,,,,,,,,,CBC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1332,,,,,,,,,,,,,,,,,,,Colpatria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1246,,,,,,,,,,,,,,,,,,,Sophie Guimard,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4628,,,,,,,,,,,,,,,,,,,CTR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5771 m,,,,,,,,,,,,,,,,,,,Cuerpo de Bomberos de Puerto Montt,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,513.9,,,,,,,,,,,,,,,,,,,Brasão,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,145.04,,,,,,,,,,,,,,,,,,,Banco de Bogotá,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3674.2568359,,,,,,,,,,,,,,,,,,,Maestro . Banco Exterior,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,,,,,,,,,,,,Candeias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4458m,,,,,,,,,,,,,,,,,,,Itairó,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2488,,,,,,,,,,,,,,,,,,,Srº Dondas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,Digicel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1011.43,,,,,,,,,,,,,,,,,,,Roma Plus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,506m,,,,,,,,,,,,,,,,,,,SERMIG - Servizio Missionario Giovani,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3202,,,,,,,,,,,,,,,,,,,SITP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3699.9716797,,,,,,,,,,,,,,,,,,,Oficial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2490.40,,,,,,,,,,,,,,,,,,,Metroplus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,439.2,,,,,,,,,,,,,,,,,,,SBCTrans,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,911.68896484375,,,,,,,,,,,,,,,,,,,Caixa Econômica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,SAMU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,120.7703857,,,,,,,,,,,,,,,,,,,Comunidad Soldalite,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,45.29,,,,,,,,,,,,,,,,,,,Prefeitura Municipal de São Caetano Do Sul,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2.313 m,,,,,,,,,,,,,,,,,,,Easy de Occidente,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1074,,,,,,,,,,,,,,,,,,,EPM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,353.888428,,,,,,,,,,,,,,,,,,,Internacional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,250.0667725,,,,,,,,,,,,,,,,,,,Rios,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4410,,,,,,,,,,,,,,,,,,,Oxisalud,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5245,,,,,,,,,,,,,,,,,,,Arquidiocese da Paraíba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5056,,,,,,,,,,,,,,,,,,,Olímpica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,877.4,,,,,,,,,,,,,,,,,,,Edwin Guifre y Hugo Omar Francou,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5430,,,,,,,,,,,,,,,,,,,wuizzo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1502,,,,,,,,,,,,,,,,,,,Xsystem,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,423,,,,,,,,,,,,,,,,,,,ESTELAR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"13,6",,,,,,,,,,,,,,,,,,,Petrocomercial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5304,,,,,,,,,,,,,,,,,,,E.S. Los Sauces,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6030,,,,,,,,,,,,,,,,,,,Ipostel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4420,,,,,,,,,,,,,,,,,,,Tilcor S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,455.5,,,,,,,,,,,,,,,,,,,Secretaria de Cultura do Distrito Federal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5822,,,,,,,,,,,,,,,,,,,PETROL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1388,,,,,,,,,,,,,,,,,,,Chilexpress,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5920 m,,,,,,,,,,,,,,,,,,,Credicoop (Link),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,13.58,,,,,,,,,,,,,,,,,,,Neiva Ongaratto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-2430m,,,,,,,,,,,,,,,,,,,"Transcol, Seletivo",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4128,,,,,,,,,,,,,,,,,,,Taxitel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5458 m,,,,,,,,,,,,,,,,,,,Banco del Caribe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5211,,,,,,,,,,,,,,,,,,,Expresso Aracruz e Águia Branca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5050,,,,,,,,,,,,,,,,,,,Corporación de Petroleos AM S.A.C.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,464.9,,,,,,,,,,,,,,,,,,,Gobierno de Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1149,,,,,,,,,,,,,,,,,,,El Paraíso del Tordo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4702,,,,,,,,,,,,,,,,,,,Banco Sicoob,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,509.8,,,,,,,,,,,,,,,,,,,3ème Régiment Étranger d'Infanterie,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1306.31,,,,,,,,,,,,,,,,,,,SETURB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2126,,,,,,,,,,,,,,,,,,,Coutinho; Trectur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5110,,,,,,,,,,,,,,,,,,,Socôco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1079,,,,,,,,,,,,,,,,,,,Sub Estación CADELA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,393.54,,,,,,,,,,,,,,,,,,,HSS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,629.7846680,,,,,,,,,,,,,,,,,,,Banfoandes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,61m,,,,,,,,,,,,,,,,,,,Etapa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3900 m,,,,,,,,,,,,,,,,,,,NACION,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,452.6,,,,,,,,,,,,,,,,,,,Ministerio de Economia de la Provicia de Buenos Aires,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1173.65,,,,,,,,,,,,,,,,,,,San Diego,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4600 m,,,,,,,,,,,,,,,,,,,CORPAC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5.290 m,,,,,,,,,,,,,,,,,,,servientrega,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4776,,,,,,,,,,,,,,,,,,,Agencia y Servís Oficial Peugeot,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"534,6",,,,,,,,,,,,,,,,,,,Dna. Aíla e Sr. João,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"127,8",,,,,,,,,,,,,,,,,,,Confa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2156.5,,,,,,,,,,,,,,,,,,,Almanza,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5615,,,,,,,,,,,,,,,,,,,Fix Me,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2773,,,,,,,,,,,,,,,,,,,caixa econômica fereral,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3690.3583984,,,,,,,,,,,,,,,,,,,Fernado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,545.2,,,,,,,,,,,,,,,,,,,Yvonne Katupa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6036m,,,,,,,,,,,,,,,,,,,Red Colon,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5639,,,,,,,,,,,,,,,,,,,petrocomercial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,320.482788,,,,,,,,,,,,,,,,,,,Link,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2879.500,,,,,,,,,,,,,,,,,,,JCDecaux,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,124.1350098,,,,,,,,,,,,,,,,,,,Correos Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5425,,,,,,,,,,,,,,,,,,,Cines Atlas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4496,,,,,,,,,,,,,,,,,,,Empresa de Economía Mixta Yahuarcocha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4119,,,,,,,,,,,,,,,,,,,Ansal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3732 m,,,,,,,,,,,,,,,,,,,TOA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,23.918335,,,,,,,,,,,,,,,,,,,Associação Humanista Francisco de Assis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1287.0810547,,,,,,,,,,,,,,,,,,,Mejía Mejía Galo Gonzalo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"422,1",,,,,,,,,,,,,,,,,,,arturo calle,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3868,,,,,,,,,,,,,,,,,,,Fundação Luzamor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,207.7691650,,,,,,,,,,,,,,,,,,,Groupe Kapa Santé,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2584,,,,,,,,,,,,,,,,,,,HTAL NIÑOS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3.97,,,,,,,,,,,,,,,,,,,Policía Federal Argentina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,141.9193115,,,,,,,,,,,,,,,,,,,"Banco 24Hrs, Itaú, Banco do Brasil, Bradesco, Santander",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,72.4644775,,,,,,,,,,,,,,,,,,,Ministerio de Turismo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,425.1,,,,,,,,,,,,,,,,,,,Grupo Mais Economico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4.227 m,,,,,,,,,,,,,,,,,,,Transmetro S.A.S.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5035,,,,,,,,,,,,,,,,,,,ECT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2.284 m,,,,,,,,,,,,,,,,,,,Shopping del Siglo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,61.8901367,,,,,,,,,,,,,,,,,,,Cruz Azul;JEP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4750,,,,,,,,,,,,,,,,,,,Marisa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6020,,,,,,,,,,,,,,,,,,,3A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,Metro de Caracas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3102,,,,,,,,,,,,,,,,,,,Getúlio Restaurantes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2311 m,,,,,,,,,,,,,,,,,,,Bremem,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2263,,,,,,,,,,,,,,,,,,,CIEMSA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5599,,,,,,,,,,,,,,,,,,,Farmagnus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2073.19,,,,,,,,,,,,,,,,,,,SSP/SE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1675,,,,,,,,,,,,,,,,,,,Policía de la Provincia de Córdoba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1019,,,,,,,,,,,,,,,,,,,Municipalidad de Escobar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,46.51,,,,,,,,,,,,,,,,,,,Banco Agrario,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,452.3,,,,,,,,,,,,,,,,,,,Companhia Opus de Entretenimento,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"677,8",,,,,,,,,,,,,,,,,,,Sky Airline,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"518,3",,,,,,,,,,,,,,,,,,,Policia de Investigaciones de Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,347 m,,,,,,,,,,,,,,,,,,,Carina I,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2647.0000000,,,,,,,,,,,,,,,,,,,Gimnasio Kiev,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,241.17,,,,,,,,,,,,,,,,,,,Prefeitura Municipal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,22.9570313,,,,,,,,,,,,,,,,,,,Drogasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5305 m,,,,,,,,,,,,,,,,,,,Banco Union,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,375.758179,,,,,,,,,,,,,,,,,,,Polícia Civil 3ª Região,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,473.3,,,,,,,,,,,,,,,,,,,Banco frances,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,165m,,,,,,,,,,,,,,,,,,,Dirección General de Cultura y Educación,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,,,,,,,,,,Municipal Brasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4197m,,,,,,,,,,,,,,,,,,,Devoto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,441.6,,,,,,,,,,,,,,,,,,,Tarabita,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4625,,,,,,,,,,,,,,,,,,,Peaje Cincovial,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1632,,,,,,,,,,,,,,,,,,,Banco Exterior,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,93m,,,,,,,,,,,,,,,,,,,Telefonica Moviles Chile S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5743 m,,,,,,,,,,,,,,,,,,,Ferrovías,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2612.0000000,,,,,,,,,,,,,,,,,,,mobil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2569.4699707,,,,,,,,,,,,,,,,,,,Correos de Colombia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2754,,,,,,,,,,,,,,,,,,,11972939424,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4867.0000000,,,,,,,,,,,,,,,,,,,Alcaldía del Municipio Baruta,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"475,9",,,,,,,,,,,,,,,,,,,Banco Naciòn,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4552,,,,,,,,,,,,,,,,,,,Scarlett,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3715,,,,,,,,,,,,,,,,,,, Terpel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,438.24,,,,,,,,,,,,,,,,,,,Juliano,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,419.2575684,,,,,,,,,,,,,,,,,,,Cucchiara Hnos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"13,3",,,,,,,,,,,,,,,,,,,AV Villas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3673.0551758,,,,,,,,,,,,,,,,,,,El Trébol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1032.09,,,,,,,,,,,,,,,,,,,Posto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3490 m,,,,,,,,,,,,,,,,,,,CBA Travel Tours SRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1088.440800,,,,,,,,,,,,,,,,,,,BFC / BNP Paribas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5614 m,,,,,,,,,,,,,,,,,,,Mibanco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3344.046387,,,,,,,,,,,,,,,,,,,KoalaSoft SRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,849 m,,,,,,,,,,,,,,,,,,,Rodoviaria Salvador,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,510 m,,,,,,,,,,,,,,,,,,,Grupo Romero Private,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5220,,,,,,,,,,,,,,,,,,,Ministerio de Salud de la Provincia de Mendoza,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5300,,,,,,,,,,,,,,,,,,,AB Ingeniería,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,913.851806640625,,,,,,,,,,,,,,,,,,,Policia Federal Argentina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3787,,,,,,,,,,,,,,,,,,,"Bruno Silvério, Felps, Etam Kendrik, Francisco Gusso",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5190,,,,,,,,,,,,,,,,,,,Terminal de Carapina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2384.0000000,,,,,,,,,,,,,,,,,,,Del Valle,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2575.958740,,,,,,,,,,,,,,,,,,,Bici Las Condes,,,,,,,,,,,,,,,,,,,,
